description,budget,average_cast_pop,genre,director,success_label
"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé. [{'id': 3616, 'name': 'college'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 4932, 'name': 'farm'}, {'id': 9468, 'name': 'liar'}, {'id': 171508, 'name': 'pancreas'}, {'id': 171518, 'name': 'thong'}, {'id': 171521, 'name': 'city boy'}]",0,0.0,Comedy,Steve Rash,average
"In a small Corsican village, the life of Hélène, ordinary and single, She works as a maid in a hotel and is married happily with her Husband Ange and her fifteen year-old daughter. Her modest and monotonous life seems to be predetermined... One day while cleaning a hotel room, she meets a young, seductive, American couple which is playing a game of chess. First fascinated and then passionate about the game, Hélène learns with great tenacity she studies the rule of the game to perfection. She can count on Dr. Kröger, who is a mysterious inhabitant, to help her to achieve her goals. But this positive transition towards a liberty for Hélène does not go about without deeply changing her relationship with family, friends and inhabitants of the village. [{'id': 316, 'name': 'chess'}, {'id': 3797, 'name': 'bicycle'}, {'id': 187056, 'name': 'woman director'}]",0,0.0,Comedy,Caroline Bottaro,flop
"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo. [{'id': 848, 'name': 'double life'}, {'id': 849, 'name': 'dc comics'}, {'id': 851, 'name': 'dual identity'}, {'id': 853, 'name': 'crime fighter'}, {'id': 855, 'name': 'fictional place'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9715, 'name': 'superhero'}, {'id': 10452, 'name': 'credit card'}, {'id': 163455, 'name': 'super powers'}]",125000000,0.0,Action,Joel Schumacher,hit
"If you had a love-potion, who would you make fall madly in love with you? Timothy, prone to escaping his dismal high school reality through dazzling musical daydreams, gets to answer that question in a very real way. After his eccentric teacher casts him as Puck in A Midsummer Night's Dream, he stumbles upon a recipe hidden within the script to create the play's magical, purple love-pansy. [{'id': 237, 'name': 'gay'}, {'id': 497, 'name': 'shakespeare'}, {'id': 1013, 'name': 'homophobia'}, {'id': 4344, 'name': 'musical'}, {'id': 6270, 'name': 'high school'}, {'id': 10183, 'name': 'independent film'}, {'id': 10198, 'name': 'gay relationship'}, {'id': 34333, 'name': 'lgbt child'}, {'id': 158718, 'name': 'lgbt'}]",0,0.0,Music,Tom Gustafson,flop
"Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back. [{'id': 633, 'name': 'record store'}, {'id': 738, 'name': 'sexuality'}, {'id': 3019, 'name': 'autograph'}, {'id': 3508, 'name': 'underwear'}, {'id': 5918, 'name': 'painting'}, {'id': 8430, 'name': 'safe'}, {'id': 11190, 'name': 'sexual attraction'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 14857, 'name': 'juvenile delinquent'}, {'id': 54169, 'name': 'stoner'}, {'id': 156825, 'name': 'music store'}, {'id': 158304, 'name': 'hand on crotch'}, {'id': 159631, 'name': 'premarital sex'}, {'id': 163994, 'name': 'raised middle finger'}, {'id': 167925, 'name': 'employer employee relationship'}, {'id': 169151, 'name': 'cupcake'}, {'id': 169152, 'name': 'twenty something'}, {'id': 169161, 'name': 'money bag'}, {'id': 169171, 'name': 'sidewalk'}, {'id': 169175, 'name': 'storem'}]",14000000,0.0,Action,Kevin Bray,average
"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career. [{'id': 131, 'name': 'italy'}, {'id': 383, 'name': 'poker'}, {'id': 585, 'name': 'casino'}, {'id': 949, 'name': 'terrorist'}, {'id': 3515, 'name': 'banker'}, {'id': 10594, 'name': 'money'}, {'id': 10609, 'name': 'free running'}, {'id': 13006, 'name': 'torture'}, {'id': 156095, 'name': 'british secret service'}, {'id': 206125, 'name': 'montenegro'}]",150000000,0.0,Adventure,Martin Campbell,blockbuster
"A pair of men try to perform the dangerous ""triple"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer. [{'id': 291, 'name': 'circus'}, {'id': 180181, 'name': 'trapeze artist'}]",4000000,0.0,Drama,Carol Reed,below average
"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style. [{'id': 290, 'name': 'angel'}, {'id': 483, 'name': 'riddle'}, {'id': 703, 'name': 'detective'}, {'id': 3036, 'name': 'bible'}, {'id': 6149, 'name': 'police'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9826, 'name': 'murder'}, {'id': 10541, 'name': 'curse'}, {'id': 11001, 'name': 'religion'}, {'id': 13129, 'name': 'execution'}, {'id': 14676, 'name': 'series of murders'}, {'id': 14999, 'name': 'devil'}, {'id': 18035, 'name': 'family'}, {'id': 156075, 'name': 'evil'}, {'id': 207268, 'name': 'neo-noir'}]",0,0.0,Thriller,Gregory Hoblit,average
"The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time. [{'id': 242, 'name': 'new york'}, {'id': 1422, 'name': 'boat'}, {'id': 2546, 'name': 'mask'}, {'id': 6259, 'name': 'psychopath'}, {'id': 6270, 'name': 'high school'}, {'id': 6304, 'name': 'sewerage'}, {'id': 8764, 'name': 'times square'}, {'id': 10714, 'name': 'serial killer'}, {'id': 13130, 'name': 'teenager'}, {'id': 179422, 'name': 'jason vorhees'}]",5000000,0.0,Horror,Rob Hedden,below average
"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize. [{'id': 680, 'name': 'montana'}, {'id': 1415, 'name': 'small town'}, {'id': 2689, 'name': 'dementia'}, {'id': 4995, 'name': 'aging'}, {'id': 7312, 'name': 'road trip'}, {'id': 11314, 'name': 'f word'}, {'id': 158606, 'name': 'pickup truck'}, {'id': 163798, 'name': 'lincoln nebraska'}, {'id': 191008, 'name': 'nebraska'}, {'id': 192786, 'name': 'sweepstakes'}, {'id': 199947, 'name': 'confronting the past'}]",12000000,0.0,Drama,Alexander Payne,below average
"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet. [{'id': 779, 'name': 'martial arts'}, {'id': 5565, 'name': 'biography'}, {'id': 6075, 'name': 'sport'}, {'id': 9362, 'name': 'sensei'}, {'id': 9917, 'name': 'mixed martial arts'}, {'id': 12354, 'name': 'hong kong'}]",1500000,0.0,Action,Newt Arnold,below average
"An aimless man is sent to prison for a crime he did not commit. [{'id': 5569, 'name': 'vomit'}, {'id': 10960, 'name': 'food poisoning'}]",12000000,0.0,Crime,Malcolm Venville,flop
"Four independent stories set in modern China about random acts of violence. [{'id': 478, 'name': 'china'}, {'id': 14819, 'name': 'violence'}, {'id': 41601, 'name': 'modern china'}, {'id': 200682, 'name': 'return of son'}, {'id': 200683, 'name': 'suicide jump'}]",0,0.0,Drama,Jia Zhangke,flop
"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot. [{'id': 577, 'name': 'black people'}, {'id': 818, 'name': 'based on novel'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1533, 'name': 'isolation'}, {'id': 1679, 'name': 'arbitrary law'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 2005, 'name': 'tree house'}, {'id': 2325, 'name': 'wrong accusal'}, {'id': 3009, 'name': 'farm worker'}, {'id': 3010, 'name': 'intolerance'}, {'id': 3011, 'name': 'exclusion'}, {'id': 3012, 'name': 'court case'}, {'id': 6094, 'name': 'defence'}, {'id': 6145, 'name': 'right and justice'}, {'id': 6148, 'name': 'court'}, {'id': 208349, 'name': 'child'}]",2000000,0.0,Crime,Robert Mulligan,below average
"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing [{'id': 830, 'name': 'car race'}, {'id': 1926, 'name': 'car journey'}, {'id': 3296, 'name': 'car mechanic'}, {'id': 3796, 'name': 'auto'}, {'id': 6996, 'name': 'car garage'}, {'id': 8574, 'name': 'auto-tuning'}, {'id': 10931, 'name': 'drifting'}, {'id': 33885, 'name': 'car'}, {'id': 159953, 'name': 'automobile racing'}]",85000000,0.0,Action,Justin Lin,hit
"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves. [{'id': 919, 'name': 'smoking'}, {'id': 1279, 'name': 'medicine'}, {'id': 2800, 'name': 'psychology'}, {'id': 3298, 'name': 'hallucination'}, {'id': 4005, 'name': 'human experimentation'}, {'id': 4379, 'name': 'time travel'}, {'id': 6091, 'name': 'war'}, {'id': 9673, 'name': 'love'}, {'id': 11268, 'name': 'psychologist'}, {'id': 13065, 'name': 'soldier'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 33977, 'name': 'medical experiment'}, {'id': 160153, 'name': 'dead'}, {'id': 160497, 'name': 'wrongful arrest'}, {'id': 182223, 'name': 'iraq veteran'}, {'id': 199686, 'name': 'near-death experience'}, {'id': 216079, 'name': 'truck stop'}, {'id': 218121, 'name': 'murder of a police officer'}]",29000000,0.0,Drama,John Maybury,below average
"""The Motorcycle Diaries"" is based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he, and best friend Alberto Granado, had while crossing South America by motorcycle in the early 1950s. [{'id': 983, 'name': 'brazilian'}, {'id': 2020, 'name': 'revolution'}, {'id': 2109, 'name': 'communist'}, {'id': 5504, 'name': 'asthma'}, {'id': 5967, 'name': 'peru'}, {'id': 6460, 'name': 'chile'}, {'id': 7937, 'name': 'cuban revolution'}, {'id': 8658, 'name': 'che guevara'}, {'id': 10596, 'name': 'argentina'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 158525, 'name': 'guajira peninsula'}, {'id': 158527, 'name': 'leper colony'}, {'id': 158529, 'name': 'biochemist'}]",0,0.0,Drama,Walter Salles,below average
"A prim and proper schoolgirl goes against her mother's wishes when she dates a motorcycle-riding juvenile delinquent. [{'id': 378, 'name': 'prison'}, {'id': 578, 'name': 'rock and roll'}, {'id': 931, 'name': 'jealousy'}, {'id': 1674, 'name': 'stage'}, {'id': 5638, 'name': 'arrest'}, {'id': 10229, 'name': 'singer'}, {'id': 14857, 'name': 'juvenile delinquent'}]",11000000,0.0,Comedy,John Waters,flop
"Two students from the Czech Film Academy commission a leading advertising agency to organize a huge campaign for the opening of a new supermarket named Czech Dream. The supermarket however does not exist and is not meant to. The advertising campaign includes radio and television ads, posters, flyers with photos of fake Czech Dream products, a promotional song, an internet site, and ads in newspapers and magazines. Will people believe in it and show up for the grand opening? [{'id': 1004, 'name': 'commercial'}, {'id': 1545, 'name': 'supermarket'}, {'id': 10617, 'name': 'disaster'}, {'id': 10907, 'name': 'consumerism'}, {'id': 155225, 'name': 'theme song'}]",0,0.0,Crime,Filip Remunda,flop
