id,budget,imdb_id,original_language,original_title,overview,popularity,release_date,runtime,status,tagline,title,revenue,genres_extracted,keywords_extracted,top_cast,directors,production_companies_extracted,production_countries_extracted,spoken_languages_extracted,collection_name
47,80000000.0,tt0438097,en,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",16.646029,2006-03-23,91.0,Released,The Ice age is melting away.,Ice Age: The Meltdown,660940780,"Animation, Family, Comedy, Adventure","mammoth, sloth, ice age, barrier ice, ice melting, iceberg, flooding, adventure, lovers, deluge, saber-toothed tiger","Ray Romano, John Leguizamo, Denis Leary",Carlos Saldanha,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,English,Ice Age Collection
48,44000000.0,tt3460252,en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,20.328822,2015-12-25,167.0,Released,No one comes up here without a damn good reason.,The Hateful Eight,155760117,"Crime, Drama, Mystery, Western","bounty hunter, wyoming, mountain, narration, hangman, stagecoach, blizzard, post civil war","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh",Quentin Tarantino,"Double Feature Films, The Weinstein Company, FilmColony",United States of America,"Español, English",
49,16000000.0,tt1781058,en,Wilson,"Middle-aged and divorced, Wilson finds himself lonely, smug and obsessed with his past.",8.984386,2017-03-24,94.0,Released,,Wilson,653951,"Drama, Comedy","naivety, oddball, daughter, misfit, dog, divorcee, based on graphic novel, middle aged man","Woody Harrelson, Sandy Oian-Thomas, Shaun Brown",Craig Johnson,Ad Hominem Enterprises,United States of America,English,
50,38000000.0,tt0111280,en,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,8.105708,1994-11-17,118.0,Released,Boldly go.,Star Trek: Generations,120000000,"Science Fiction, Action, Adventure, Thriller","based on tv series, death, exploding planet, mountain cabin, solar system","Patrick Stewart, Jonathan Frakes, Brent Spiner",David Carson,Paramount Pictures,United States of America,English,Star Trek: The Next Generation Collection
51,560000.0,tt0948530,nl,Aanrijding in Moscou,"‘Moscou’ is a densely populated working class neighbourhood on the outskirts of Ghent, Belgium. Matty, mother of three, bumps her car into a truck on the parking lot of a supermarket. Johnny climbs down from the cabin. He is infuriated by the dent in his front bumper and yells at Matty. Although impressed by the accident, Matty fights back with sharp words. Their discussion turns into a row, and the police have to intervene. Matty goes home, the trunk of her car dancing up and down. Back in her apartment, Matty takes a hot bath to recover from the afternoon’s emotionswhen the phone rings. It’s Johnny, apologizing for his behaviour on the parking lot. Matty tells him to stay out of her life. A dramatic comedy begins about a woman whose soul is full of dents and bruises.",1.572904,2008-01-30,102.0,Released,,"Moscow, Belgium",1500000,"Romance, Drama, Comedy","supermarket, midlife crisis, truck, urban, lesbian, working class, cell phone, happiness, truck driver, tarot","Barbara Sarafian, Jurgen Delnaet, Johan Heldenbergh",Christophe Van Rompaey,,Belgium,Nederlands,
52,12000000.0,tt0059243,en,The Great Race,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",4.473327,1965-07-01,160.0,Released,"The movie with 20,000-mile or one-million-laughs guarantee!",The Great Race,25333333,"Adventure, Comedy","slapstick, ensemble cast, automobile racing, cross country race, turn of the century","Jack Lemmon, Tony Curtis, Natalie Wood",Blake Edwards,Warner Bros.,United States of America,"English, Italiano",
53,16000000.0,tt0081031,en,The Last Flight of Noah's Ark,The only chance to escape a desert island is to convert the plane carrying many different animals into a boat.,1.012665,1980-06-24,97.0,Released,"Lost. 2,000 miles at sea in a 40 year old bomber.",The Last Flight of Noah's Ark,11000000,"Adventure, Family","kids and family, aviation, castaway, pacific island, kids","Elliott Gould, Genevi√®ve Bujold, Ricky Schroder",Charles Jarrott,Walt Disney Productions,United States of America,English,
54,16000000.0,tt0095169,en,For Keeps,"Darcy, editor at her highschool paper, and her long-term boyfriend Stan are in their last months of school and already have found places in good colleges. Recently they started to sleep with each other and, surprise, surprise, Darcy gets pregnant. Neither Darcy's mother, who was left by her husband and had to bring up Darcy alone, nor Stan's catholic parents are very supportive and urge them to h",5.410839,1988-01-15,98.0,Released,From Backpacks to Strollers,For Keeps,17514553,"Drama, Family, Romance",from backpacks to strollers,"Molly Ringwald, Randall Batinkoff, Kenneth Mars",John G. Avildsen,TriStar Pictures,United States of America,English,
55,20000000.0,tt3231054,en,Risen,"Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",8.759801,2016-02-19,107.0,Released,Witness the manhunt that changed the course of human history,Risen,46069568,Action,"christianity, jesus christ, apostle, crucifixion, jerusalem, ancient rome, faith, resurrection, dead body, judaism, religious, tomb","Tom Felton, Cliff Curtis, Joseph Fiennes",Kevin Reynolds,"Columbia Pictures, Affirm Films, LD Entertainment, Patrick Aiello Productions",United States of America,English,
56,16000000.0,tt0108186,en,Son in Law,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",9.122718,1993-07-02,95.0,Released,He's a relative nightmare.,Son in Law,36448200,"Comedy, Drama, Romance","college, thanksgiving, farm, liar, pancreas, thong, city boy","Pauly Shore, Carla Gugino, Lane Smith",Steve Rash,Hollywood Pictures,United States of America,English,
57,16000000.0,tt1082009,fr,Joueuse,"In a small Corsican village, the life of Hélène, ordinary and single, She works as a maid in a hotel and is married happily with her Husband Ange and her fifteen year-old daughter. Her modest and monotonous life seems to be predetermined... One day while cleaning a hotel room, she meets a young, seductive, American couple which is playing a game of chess. First fascinated and then passionate about the game, Hélène learns with great tenacity she studies the rule of the game to perfection. She can count on Dr. Kröger, who is a mysterious inhabitant, to help her to achieve her goals. But this positive transition towards a liberty for Hélène does not go about without deeply changing her relationship with family, friends and inhabitants of the village.",2.94798,2009-08-05,97.0,Released,,Queen to Play,1056938,"Comedy, Drama","chess, bicycle, woman director","Sandrine Bonnaire, Kevin Kline, Valérie Lagrange",Caroline Bottaro,Mon Voisin Productions,"France, Germany","English, Français",
58,125000000.0,tt0118688,en,Batman & Robin,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",17.038824,1997-06-20,125.0,Released,Strength. Courage. Honor. And loyalty.,Batman & Robin,238207122,"Action, Crime, Fantasy","double life, dc comics, dual identity, crime fighter, fictional place, gotham city, superhero, credit card, super powers","George Clooney, Chris O'Donnell, Arnold Schwarzenegger",Joel Schumacher,"PolyGram Filmed Entertainment, Warner Bros.","United Kingdom, United States of America",English,Batman Collection
59,16000000.0,tt0476991,en,Were The World Mine,"If you had a love-potion, who would you make fall madly in love with you? Timothy, prone to escaping his dismal high school reality through dazzling musical daydreams, gets to answer that question in a very real way. After his eccentric teacher casts him as Puck in A Midsummer Night's Dream, he stumbles upon a recipe hidden within the script to create the play's magical, purple love-pansy.",1.882446,2008-06-24,95.0,Released,,Were The World Mine,119563,"Music, Romance","gay, shakespeare, homophobia, musical, high school, independent film, gay relationship, lgbt child, lgbt","Tanner Cohen, Judy McLane, Zelda Williams",Tom Gustafson,Speak Productions,United States of America,English,
60,14000000.0,tt0278295,en,All About the Benjamins,"Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back.",3.909079,2002-03-08,95.0,Released,Money can make people do funny things.,All About the Benjamins,25482931,"Action, Adventure, Comedy","record store, sexuality, autograph, underwear, painting, safe, sexual attraction, motorcycle, juvenile delinquent, stoner, music store, hand on crotch, premarital sex, raised middle finger, employer employee relationship, cupcake, twenty something, money bag, sidewalk, storem","Ice Cube, Mike Epps, Tommy Flanagan",Kevin Bray,New Line Cinema,United States of America,"English, Français",
61,150000000.0,tt0381061,en,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",23.065078,2006-11-14,144.0,Released,Everyone has a past. Every legend has a beginning.,Casino Royale,599045960,"Adventure, Action, Thriller","italy, poker, casino, terrorist, banker, money, free running, torture, british secret service, montenegro","Daniel Craig, Eva Green, Mads Mikkelsen",Martin Campbell,"Eon Productions, Stillking Films, Babelsberg Film","Italy, United Kingdom, United States of America, Czech Republic, Germany","English, Français",James Bond Collection
